,id,session,species,recordStart,recordStartDate,recordEnd,recordEndDate,hops,c_short,c_long,c_total,c_diff
30,30,4,B. pascuorum,1747241794377,2025-05-14T16:56:34.377Z,1747241914377,2025-05-14T16:58:34.377Z,"[{'type': 'l', 'time': '2025-05-14T16:56:35.210Z'}, {'type': 's', 'time': '2025-05-14T16:56:52.075Z'}, {'type': 'l', 'time': '2025-05-14T16:57:01.609Z'}, {'type': 's', 'time': '2025-05-14T16:57:06.033Z'}, {'type': 's', 'time': '2025-05-14T16:57:12.032Z'}, {'type': 's', 'time': '2025-05-14T16:57:14.543Z'}, {'type': 's', 'time': '2025-05-14T16:57:17.748Z'}, {'type': 'l', 'time': '2025-05-14T16:57:25.874Z'}, {'type': 's', 'time': '2025-05-14T16:57:29.008Z'}, {'type': 's', 'time': '2025-05-14T16:57:32.698Z'}, {'type': 's', 'time': '2025-05-14T16:57:38.099Z'}, {'type': 'l', 'time': '2025-05-14T16:57:42.646Z'}, {'type': 's', 'time': '2025-05-14T16:57:48.240Z'}, {'type': 's', 'time': '2025-05-14T16:57:51.847Z'}, {'type': 's', 'time': '2025-05-14T16:57:55.880Z'}, {'type': 's', 'time': '2025-05-14T16:58:06.230Z'}, {'type': 's', 'time': '2025-05-14T16:58:11.896Z'}, {'type': 'l', 'time': '2025-05-14T16:58:18.362Z'}, {'type': 'l', 'time': '2025-05-14T16:58:29.878Z'}, {'type': 's', 'time': '2025-05-14T16:58:31.684Z'}]",14,6,20,8
31,31,4,B. pascuorum,1747241990116,2025-05-14T16:59:50.116Z,1747242110116,2025-05-14T17:01:50.116Z,"[{'type': 'l', 'time': '2025-05-14T16:59:53.484Z'}, {'type': 's', 'time': '2025-05-14T16:59:57.025Z'}, {'type': 's', 'time': '2025-05-14T17:00:01.398Z'}, {'type': 'l', 'time': '2025-05-14T17:00:02.962Z'}, {'type': 's', 'time': '2025-05-14T17:00:06.468Z'}, {'type': 'l', 'time': '2025-05-14T17:00:13.941Z'}, {'type': 's', 'time': '2025-05-14T17:00:19.140Z'}, {'type': 's', 'time': '2025-05-14T17:00:23.262Z'}, {'type': 's', 'time': '2025-05-14T17:00:26.465Z'}, {'type': 'l', 'time': '2025-05-14T17:00:29.840Z'}, {'type': 'l', 'time': '2025-05-14T17:00:48.981Z'}, {'type': 'l', 'time': '2025-05-14T17:00:57.903Z'}, {'type': 's', 'time': '2025-05-14T17:01:00.572Z'}, {'type': 'l', 'time': '2025-05-14T17:01:09.114Z'}, {'type': 's', 'time': '2025-05-14T17:01:22.779Z'}, {'type': 's', 'time': '2025-05-14T17:01:24.629Z'}, {'type': 'l', 'time': '2025-05-14T17:01:34.029Z'}, {'type': 'l', 'time': '2025-05-14T17:01:37.812Z'}]",9,9,18,0
32,32,4,B. pascuorum,1747242136661,2025-05-14T17:02:16.661Z,1747242256661,2025-05-14T17:04:16.661Z,"[{'type': 's', 'time': '2025-05-14T17:02:23.135Z'}, {'type': 's', 'time': '2025-05-14T17:02:26.234Z'}, {'type': 'l', 'time': '2025-05-14T17:02:27.364Z'}, {'type': 's', 'time': '2025-05-14T17:02:32.478Z'}, {'type': 'l', 'time': '2025-05-14T17:02:35.790Z'}, {'type': 's', 'time': '2025-05-14T17:02:40.418Z'}, {'type': 's', 'time': '2025-05-14T17:02:46.732Z'}, {'type': 'l', 'time': '2025-05-14T17:02:50.875Z'}, {'type': 's', 'time': '2025-05-14T17:02:53.641Z'}, {'type': 's', 'time': '2025-05-14T17:03:04.591Z'}, {'type': 'l', 'time': '2025-05-14T17:03:08.805Z'}, {'type': 's', 'time': '2025-05-14T17:03:13.224Z'}, {'type': 's', 'time': '2025-05-14T17:03:19.530Z'}, {'type': 's', 'time': '2025-05-14T17:03:23.023Z'}, {'type': 's', 'time': '2025-05-14T17:03:26.580Z'}, {'type': 's', 'time': '2025-05-14T17:03:30.031Z'}, {'type': 's', 'time': '2025-05-14T17:03:33.163Z'}, {'type': 's', 'time': '2025-05-14T17:03:35.939Z'}, {'type': 's', 'time': '2025-05-14T17:03:39.214Z'}, {'type': 'l', 'time': '2025-05-14T17:03:42.038Z'}, {'type': 's', 'time': '2025-05-14T17:03:44.934Z'}, {'type': 's', 'time': '2025-05-14T17:03:51.254Z'}, {'type': 's', 'time': '2025-05-14T17:03:53.776Z'}, {'type': 's', 'time': '2025-05-14T17:03:57.820Z'}, {'type': 's', 'time': '2025-05-14T17:03:59.454Z'}, {'type': 's', 'time': '2025-05-14T17:04:01.513Z'}, {'type': 'l', 'time': '2025-05-14T17:04:03.563Z'}, {'type': 's', 'time': '2025-05-14T17:04:10.578Z'}]",22,6,28,16
33,33,4,B. pratorum,1747242288768,2025-05-14T17:04:48.768Z,1747242408768,2025-05-14T17:06:48.768Z,"[{'type': 's', 'time': '2025-05-14T17:04:57.127Z'}, {'type': 's', 'time': '2025-05-14T17:05:11.176Z'}, {'type': 's', 'time': '2025-05-14T17:05:19.776Z'}, {'type': 's', 'time': '2025-05-14T17:05:26.167Z'}, {'type': 's', 'time': '2025-05-14T17:05:28.092Z'}, {'type': 's', 'time': '2025-05-14T17:05:35.758Z'}, {'type': 'l', 'time': '2025-05-14T17:05:48.558Z'}, {'type': 's', 'time': '2025-05-14T17:05:52.139Z'}, {'type': 'l', 'time': '2025-05-14T17:05:58.531Z'}, {'type': 's', 'time': '2025-05-14T17:06:02.589Z'}, {'type': 'l', 'time': '2025-05-14T17:06:06.232Z'}, {'type': 'l', 'time': '2025-05-14T17:06:10.357Z'}, {'type': 'l', 'time': '2025-05-14T17:06:18.059Z'}, {'type': 's', 'time': '2025-05-14T17:06:20.265Z'}, {'type': 'l', 'time': '2025-05-14T17:06:27.381Z'}, {'type': 's', 'time': '2025-05-14T17:06:31.039Z'}, {'type': 's', 'time': '2025-05-14T17:06:37.997Z'}, {'type': 's', 'time': '2025-05-14T17:06:40.071Z'}, {'type': 'l', 'time': '2025-05-14T17:06:42.021Z'}]",12,7,19,5
34,34,4,B. hortorum,1747242504959,2025-05-14T17:08:24.959Z,1747242624959,2025-05-14T17:10:24.959Z,"[{'type': 's', 'time': '2025-05-14T17:08:27.717Z'}, {'type': 'l', 'time': '2025-05-14T17:08:32.133Z'}, {'type': 's', 'time': '2025-05-14T17:08:36.416Z'}, {'type': 's', 'time': '2025-05-14T17:08:38.289Z'}, {'type': 'l', 'time': '2025-05-14T17:08:44.982Z'}, {'type': 's', 'time': '2025-05-14T17:08:49.799Z'}, {'type': 'l', 'time': '2025-05-14T17:08:54.004Z'}, {'type': 's', 'time': '2025-05-14T17:08:57.565Z'}, {'type': 's', 'time': '2025-05-14T17:09:02.906Z'}, {'type': 'l', 'time': '2025-05-14T17:09:08.398Z'}, {'type': 's', 'time': '2025-05-14T17:09:11.198Z'}, {'type': 's', 'time': '2025-05-14T17:09:14.307Z'}, {'type': 's', 'time': '2025-05-14T17:09:17.847Z'}, {'type': 's', 'time': '2025-05-14T17:09:21.364Z'}, {'type': 's', 'time': '2025-05-14T17:09:24.808Z'}, {'type': 'l', 'time': '2025-05-14T17:09:32.425Z'}, {'type': 's', 'time': '2025-05-14T17:09:35.271Z'}, {'type': 'l', 'time': '2025-05-14T17:09:41.413Z'}, {'type': 's', 'time': '2025-05-14T17:09:44.185Z'}, {'type': 's', 'time': '2025-05-14T17:09:46.130Z'}, {'type': 'l', 'time': '2025-05-14T17:09:52.188Z'}, {'type': 's', 'time': '2025-05-14T17:10:01.718Z'}, {'type': 's', 'time': '2025-05-14T17:10:04.829Z'}, {'type': 's', 'time': '2025-05-14T17:10:08.368Z'}, {'type': 's', 'time': '2025-05-14T17:10:14.137Z'}, {'type': 's', 'time': '2025-05-14T17:10:15.786Z'}, {'type': 'l', 'time': '2025-05-14T17:10:19.428Z'}]",19,8,27,11
35,35,4,B. hortorum,1747242715999,2025-05-14T17:11:55.999Z,1747242835999,2025-05-14T17:13:55.999Z,"[{'type': 'l', 'time': '2025-05-14T17:12:00.899Z'}, {'type': 's', 'time': '2025-05-14T17:12:09.931Z'}, {'type': 's', 'time': '2025-05-14T17:12:21.530Z'}, {'type': 's', 'time': '2025-05-14T17:12:26.835Z'}, {'type': 'l', 'time': '2025-05-14T17:12:32.164Z'}, {'type': 'l', 'time': '2025-05-14T17:12:38.846Z'}, {'type': 's', 'time': '2025-05-14T17:12:43.304Z'}, {'type': 's', 'time': '2025-05-14T17:12:45.862Z'}, {'type': 's', 'time': '2025-05-14T17:12:50.920Z'}, {'type': 's', 'time': '2025-05-14T17:12:53.485Z'}, {'type': 's', 'time': '2025-05-14T17:12:56.787Z'}, {'type': 'l', 'time': '2025-05-14T17:13:02.195Z'}, {'type': 's', 'time': '2025-05-14T17:13:04.579Z'}, {'type': 's', 'time': '2025-05-14T17:13:07.062Z'}, {'type': 's', 'time': '2025-05-14T17:13:10.711Z'}, {'type': 's', 'time': '2025-05-14T17:13:14.587Z'}, {'type': 's', 'time': '2025-05-14T17:13:16.578Z'}, {'type': 's', 'time': '2025-05-14T17:13:18.729Z'}, {'type': 'l', 'time': '2025-05-14T17:13:23.803Z'}, {'type': 's', 'time': '2025-05-14T17:13:27.539Z'}, {'type': 's', 'time': '2025-05-14T17:13:30.862Z'}, {'type': 's', 'time': '2025-05-14T17:13:33.466Z'}, {'type': 's', 'time': '2025-05-14T17:13:37.017Z'}, {'type': 'l', 'time': '2025-05-14T17:13:42.826Z'}, {'type': 's', 'time': '2025-05-14T17:13:45.409Z'}, {'type': 'l', 'time': '2025-05-14T17:13:48.008Z'}, {'type': 's', 'time': '2025-05-14T17:13:53.160Z'}]",20,7,27,13
36,36,4,B. campestris,1747242869841,2025-05-14T17:14:29.841Z,1747242989841,2025-05-14T17:16:29.841Z,"[{'type': 's', 'time': '2025-05-14T17:14:36.432Z'}, {'type': 's', 'time': '2025-05-14T17:14:41.575Z'}, {'type': 's', 'time': '2025-05-14T17:14:53.641Z'}, {'type': 'l', 'time': '2025-05-14T17:14:57.913Z'}, {'type': 's', 'time': '2025-05-14T17:15:05.822Z'}, {'type': 's', 'time': '2025-05-14T17:15:08.660Z'}, {'type': 's', 'time': '2025-05-14T17:15:14.146Z'}, {'type': 'l', 'time': '2025-05-14T17:15:19.163Z'}, {'type': 's', 'time': '2025-05-14T17:15:21.597Z'}, {'type': 'l', 'time': '2025-05-14T17:15:23.858Z'}, {'type': 's', 'time': '2025-05-14T17:15:39.505Z'}, {'type': 's', 'time': '2025-05-14T17:15:46.821Z'}, {'type': 'l', 'time': '2025-05-14T17:16:05.719Z'}, {'type': 'l', 'time': '2025-05-14T17:16:17.195Z'}]",9,5,14,4
37,37,4,B. pascuorum,1747243237501,2025-05-14T17:20:37.501Z,1747243357501,2025-05-14T17:22:37.501Z,"[{'type': 's', 'time': '2025-05-14T17:20:40.481Z'}, {'type': 's', 'time': '2025-05-14T17:20:44.180Z'}, {'type': 'l', 'time': '2025-05-14T17:20:46.658Z'}, {'type': 's', 'time': '2025-05-14T17:20:52.330Z'}, {'type': 's', 'time': '2025-05-14T17:20:58.397Z'}, {'type': 's', 'time': '2025-05-14T17:21:01.740Z'}, {'type': 's', 'time': '2025-05-14T17:21:08.296Z'}, {'type': 'l', 'time': '2025-05-14T17:21:10.255Z'}, {'type': 's', 'time': '2025-05-14T17:21:11.497Z'}, {'type': 's', 'time': '2025-05-14T17:21:14.787Z'}, {'type': 's', 'time': '2025-05-14T17:21:18.636Z'}, {'type': 'l', 'time': '2025-05-14T17:21:20.898Z'}, {'type': 's', 'time': '2025-05-14T17:21:37.964Z'}, {'type': 's', 'time': '2025-05-14T17:21:44.703Z'}, {'type': 'l', 'time': '2025-05-14T17:21:50.869Z'}, {'type': 'l', 'time': '2025-05-14T17:21:54.404Z'}, {'type': 'l', 'time': '2025-05-14T17:21:59.753Z'}, {'type': 's', 'time': '2025-05-14T17:22:02.286Z'}, {'type': 's', 'time': '2025-05-14T17:22:04.577Z'}, {'type': 's', 'time': '2025-05-14T17:22:14.162Z'}, {'type': 'l', 'time': '2025-05-14T17:22:21.484Z'}, {'type': 's', 'time': '2025-05-14T17:22:26.710Z'}, {'type': 'l', 'time': '2025-05-14T17:22:35.176Z'}]",15,8,23,7
38,38,4,B. hortorum,1747243495645,2025-05-14T17:24:55.645Z,1747243615645,2025-05-14T17:26:55.645Z,"[{'type': 's', 'time': '2025-05-14T17:25:00.553Z'}, {'type': 's', 'time': '2025-05-14T17:25:02.811Z'}, {'type': 's', 'time': '2025-05-14T17:25:06.472Z'}, {'type': 'l', 'time': '2025-05-14T17:25:07.657Z'}, {'type': 's', 'time': '2025-05-14T17:25:09.412Z'}, {'type': 's', 'time': '2025-05-14T17:25:11.956Z'}, {'type': 's', 'time': '2025-05-14T17:25:14.264Z'}, {'type': 's', 'time': '2025-05-14T17:25:22.988Z'}, {'type': 's', 'time': '2025-05-14T17:25:25.196Z'}, {'type': 's', 'time': '2025-05-14T17:25:28.455Z'}, {'type': 's', 'time': '2025-05-14T17:25:31.280Z'}, {'type': 's', 'time': '2025-05-14T17:25:32.747Z'}, {'type': 's', 'time': '2025-05-14T17:25:36.477Z'}, {'type': 'l', 'time': '2025-05-14T17:25:38.380Z'}, {'type': 's', 'time': '2025-05-14T17:25:42.459Z'}, {'type': 's', 'time': '2025-05-14T17:25:46.482Z'}, {'type': 's', 'time': '2025-05-14T17:25:48.405Z'}, {'type': 's', 'time': '2025-05-14T17:25:51.016Z'}, {'type': 's', 'time': '2025-05-14T17:25:56.647Z'}, {'type': 'l', 'time': '2025-05-14T17:26:01.763Z'}, {'type': 's', 'time': '2025-05-14T17:26:03.606Z'}, {'type': 'l', 'time': '2025-05-14T17:26:07.067Z'}, {'type': 'l', 'time': '2025-05-14T17:26:09.827Z'}, {'type': 's', 'time': '2025-05-14T17:26:15.796Z'}, {'type': 's', 'time': '2025-05-14T17:26:20.129Z'}, {'type': 'l', 'time': '2025-05-14T17:26:22.212Z'}, {'type': 's', 'time': '2025-05-14T17:26:25.828Z'}, {'type': 's', 'time': '2025-05-14T17:26:28.970Z'}, {'type': 's', 'time': '2025-05-14T17:26:32.696Z'}, {'type': 'l', 'time': '2025-05-14T17:26:42.362Z'}, {'type': 'l', 'time': '2025-05-14T17:26:46.162Z'}, {'type': 's', 'time': '2025-05-14T17:26:49.261Z'}, {'type': 's', 'time': '2025-05-14T17:26:51.436Z'}]",25,8,33,17
39,39,4,B. bohemicus,1747243667591,2025-05-14T17:27:47.591Z,1747243787591,2025-05-14T17:29:47.591Z,"[{'type': 's', 'time': '2025-05-14T17:27:50.200Z'}, {'type': 'l', 'time': '2025-05-14T17:27:55.005Z'}, {'type': 's', 'time': '2025-05-14T17:28:01.815Z'}, {'type': 's', 'time': '2025-05-14T17:28:04.956Z'}, {'type': 'l', 'time': '2025-05-14T17:28:10.306Z'}, {'type': 's', 'time': '2025-05-14T17:28:22.507Z'}, {'type': 's', 'time': '2025-05-14T17:28:25.983Z'}, {'type': 's', 'time': '2025-05-14T17:28:30.098Z'}, {'type': 'l', 'time': '2025-05-14T17:28:35.156Z'}, {'type': 'l', 'time': '2025-05-14T17:28:38.156Z'}, {'type': 's', 'time': '2025-05-14T17:28:41.696Z'}, {'type': 'l', 'time': '2025-05-14T17:28:46.339Z'}, {'type': 's', 'time': '2025-05-14T17:28:48.764Z'}, {'type': 's', 'time': '2025-05-14T17:28:51.829Z'}, {'type': 's', 'time': '2025-05-14T17:28:54.254Z'}, {'type': 's', 'time': '2025-05-14T17:28:57.064Z'}, {'type': 's', 'time': '2025-05-14T17:29:00.005Z'}, {'type': 's', 'time': '2025-05-14T17:29:04.572Z'}, {'type': 'l', 'time': '2025-05-14T17:29:11.509Z'}, {'type': 'l', 'time': '2025-05-14T17:29:16.697Z'}, {'type': 's', 'time': '2025-05-14T17:29:19.654Z'}, {'type': 's', 'time': '2025-05-14T17:29:27.587Z'}, {'type': 'l', 'time': '2025-05-14T17:29:31.378Z'}, {'type': 'l', 'time': '2025-05-14T17:29:47.020Z'}]",15,9,24,6
40,40,5,B. hortorum,1747329103847,2025-05-15T17:11:43.847Z,1747329223847,2025-05-15T17:13:43.847Z,"[{'type': 's', 'time': '2025-05-15T17:11:45.355Z'}, {'type': 's', 'time': '2025-05-15T17:11:47.485Z'}, {'type': 's', 'time': '2025-05-15T17:11:50.721Z'}, {'type': 's', 'time': '2025-05-15T17:11:52.205Z'}, {'type': 's', 'time': '2025-05-15T17:11:53.837Z'}, {'type': 's', 'time': '2025-05-15T17:11:59.471Z'}, {'type': 's', 'time': '2025-05-15T17:12:02.829Z'}, {'type': 's', 'time': '2025-05-15T17:12:05.893Z'}, {'type': 's', 'time': '2025-05-15T17:12:08.770Z'}, {'type': 's', 'time': '2025-05-15T17:12:12.811Z'}, {'type': 'l', 'time': '2025-05-15T17:12:17.977Z'}, {'type': 's', 'time': '2025-05-15T17:12:19.445Z'}, {'type': 's', 'time': '2025-05-15T17:12:24.778Z'}, {'type': 's', 'time': '2025-05-15T17:12:27.335Z'}, {'type': 's', 'time': '2025-05-15T17:12:29.691Z'}, {'type': 's', 'time': '2025-05-15T17:12:32.783Z'}, {'type': 'l', 'time': '2025-05-15T17:12:38.878Z'}, {'type': 's', 'time': '2025-05-15T17:12:40.633Z'}, {'type': 's', 'time': '2025-05-15T17:12:42.610Z'}, {'type': 's', 'time': '2025-05-15T17:12:45.369Z'}, {'type': 's', 'time': '2025-05-15T17:12:47.910Z'}, {'type': 'l', 'time': '2025-05-15T17:12:50.574Z'}, {'type': 's', 'time': '2025-05-15T17:12:52.669Z'}, {'type': 's', 'time': '2025-05-15T17:12:56.552Z'}, {'type': 'l', 'time': '2025-05-15T17:12:59.935Z'}, {'type': 's', 'time': '2025-05-15T17:13:01.135Z'}, {'type': 's', 'time': '2025-05-15T17:13:03.743Z'}, {'type': 's', 'time': '2025-05-15T17:13:07.399Z'}, {'type': 'l', 'time': '2025-05-15T17:13:12.532Z'}, {'type': 'l', 'time': '2025-05-15T17:13:16.025Z'}, {'type': 'l', 'time': '2025-05-15T17:13:20.393Z'}, {'type': 's', 'time': '2025-05-15T17:13:25.442Z'}, {'type': 's', 'time': '2025-05-15T17:13:28.034Z'}, {'type': 'l', 'time': '2025-05-15T17:13:30.584Z'}, {'type': 's', 'time': '2025-05-15T17:13:32.166Z'}, {'type': 'l', 'time': '2025-05-15T17:13:34.942Z'}, {'type': 'l', 'time': '2025-05-15T17:13:38.949Z'}]",27,10,37,17
41,41,5,B. hortorum,1747329263214,2025-05-15T17:14:23.214Z,1747329383214,2025-05-15T17:16:23.214Z,"[{'type': 'l', 'time': '2025-05-15T17:14:26.980Z'}, {'type': 'l', 'time': '2025-05-15T17:14:34.381Z'}, {'type': 's', 'time': '2025-05-15T17:14:38.488Z'}, {'type': 's', 'time': '2025-05-15T17:14:40.314Z'}, {'type': 's', 'time': '2025-05-15T17:14:42.730Z'}, {'type': 's', 'time': '2025-05-15T17:14:48.188Z'}, {'type': 's', 'time': '2025-05-15T17:14:53.188Z'}, {'type': 'l', 'time': '2025-05-15T17:15:05.971Z'}, {'type': 's', 'time': '2025-05-15T17:15:12.476Z'}, {'type': 's', 'time': '2025-05-15T17:15:16.271Z'}, {'type': 'l', 'time': '2025-05-15T17:15:18.809Z'}, {'type': 's', 'time': '2025-05-15T17:15:20.629Z'}, {'type': 's', 'time': '2025-05-15T17:15:25.437Z'}, {'type': 'l', 'time': '2025-05-15T17:15:28.462Z'}, {'type': 's', 'time': '2025-05-15T17:15:33.684Z'}, {'type': 'l', 'time': '2025-05-15T17:15:35.986Z'}, {'type': 's', 'time': '2025-05-15T17:15:40.119Z'}, {'type': 'l', 'time': '2025-05-15T17:15:42.794Z'}, {'type': 's', 'time': '2025-05-15T17:15:45.341Z'}, {'type': 's', 'time': '2025-05-15T17:15:53.993Z'}, {'type': 's', 'time': '2025-05-15T17:15:59.254Z'}, {'type': 'l', 'time': '2025-05-15T17:16:07.168Z'}, {'type': 'l', 'time': '2025-05-15T17:16:14.151Z'}, {'type': 'l', 'time': '2025-05-15T17:16:19.148Z'}]",14,10,24,4
42,42,5,B. hypnorum,1747329628926,2025-05-15T17:20:28.926Z,1747329748926,2025-05-15T17:22:28.926Z,"[{'type': 's', 'time': '2025-05-15T17:20:44.589Z'}, {'type': 'l', 'time': '2025-05-15T17:20:51.789Z'}, {'type': 's', 'time': '2025-05-15T17:20:53.931Z'}, {'type': 's', 'time': '2025-05-15T17:20:55.794Z'}, {'type': 'l', 'time': '2025-05-15T17:21:01.363Z'}, {'type': 's', 'time': '2025-05-15T17:21:06.136Z'}, {'type': 's', 'time': '2025-05-15T17:21:14.521Z'}, {'type': 'l', 'time': '2025-05-15T17:21:30.829Z'}, {'type': 's', 'time': '2025-05-15T17:21:37.287Z'}, {'type': 'l', 'time': '2025-05-15T17:21:44.552Z'}, {'type': 's', 'time': '2025-05-15T17:21:46.869Z'}, {'type': 's', 'time': '2025-05-15T17:21:54.677Z'}, {'type': 'l', 'time': '2025-05-15T17:22:23.103Z'}, {'type': 's', 'time': '2025-05-15T17:22:27.543Z'}]",9,5,14,4
43,43,5,B. lucorum,1747329798841,2025-05-15T17:23:18.841Z,1747329918841,2025-05-15T17:25:18.841Z,"[{'type': 's', 'time': '2025-05-15T17:23:23.505Z'}, {'type': 's', 'time': '2025-05-15T17:23:26.688Z'}, {'type': 'l', 'time': '2025-05-15T17:23:29.188Z'}, {'type': 'l', 'time': '2025-05-15T17:23:35.537Z'}, {'type': 'l', 'time': '2025-05-15T17:23:38.779Z'}, {'type': 's', 'time': '2025-05-15T17:23:42.050Z'}, {'type': 's', 'time': '2025-05-15T17:23:48.589Z'}, {'type': 's', 'time': '2025-05-15T17:23:55.610Z'}, {'type': 'l', 'time': '2025-05-15T17:23:57.214Z'}, {'type': 'l', 'time': '2025-05-15T17:24:05.003Z'}, {'type': 's', 'time': '2025-05-15T17:24:12.772Z'}, {'type': 's', 'time': '2025-05-15T17:24:14.314Z'}, {'type': 's', 'time': '2025-05-15T17:24:16.564Z'}, {'type': 's', 'time': '2025-05-15T17:24:22.929Z'}, {'type': 's', 'time': '2025-05-15T17:24:29.029Z'}, {'type': 's', 'time': '2025-05-15T17:24:36.346Z'}, {'type': 's', 'time': '2025-05-15T17:24:45.519Z'}, {'type': 'l', 'time': '2025-05-15T17:24:47.567Z'}, {'type': 's', 'time': '2025-05-15T17:24:54.786Z'}, {'type': 'l', 'time': '2025-05-15T17:25:00.589Z'}, {'type': 's', 'time': '2025-05-15T17:25:03.729Z'}, {'type': 's', 'time': '2025-05-15T17:25:10.020Z'}, {'type': 's', 'time': '2025-05-15T17:25:13.086Z'}, {'type': 'l', 'time': '2025-05-15T17:25:15.795Z'}]",16,8,24,8
44,44,5,B. campestris,1747330029911,2025-05-15T17:27:09.911Z,1747330149911,2025-05-15T17:29:09.911Z,"[{'type': 's', 'time': '2025-05-15T17:27:14.885Z'}, {'type': 'l', 'time': '2025-05-15T17:27:23.048Z'}, {'type': 's', 'time': '2025-05-15T17:27:30.268Z'}, {'type': 'l', 'time': '2025-05-15T17:27:32.992Z'}, {'type': 's', 'time': '2025-05-15T17:27:43.266Z'}, {'type': 's', 'time': '2025-05-15T17:27:45.214Z'}, {'type': 'l', 'time': '2025-05-15T17:27:47.699Z'}, {'type': 'l', 'time': '2025-05-15T17:27:49.525Z'}, {'type': 'l', 'time': '2025-05-15T17:27:53.207Z'}, {'type': 's', 'time': '2025-05-15T17:28:00.740Z'}, {'type': 'l', 'time': '2025-05-15T17:28:26.447Z'}, {'type': 's', 'time': '2025-05-15T17:28:30.696Z'}, {'type': 's', 'time': '2025-05-15T17:28:39.147Z'}, {'type': 's', 'time': '2025-05-15T17:28:40.797Z'}, {'type': 'l', 'time': '2025-05-15T17:28:43.901Z'}, {'type': 's', 'time': '2025-05-15T17:28:50.031Z'}, {'type': 's', 'time': '2025-05-15T17:28:57.080Z'}, {'type': 'l', 'time': '2025-05-15T17:29:05.436Z'}]",10,8,18,2
45,45,5,B. pascuorum,1747330245015,2025-05-15T17:30:45.015Z,1747330365015,2025-05-15T17:32:45.015Z,"[{'type': 's', 'time': '2025-05-15T17:30:46.941Z'}, {'type': 'l', 'time': '2025-05-15T17:30:51.356Z'}, {'type': 's', 'time': '2025-05-15T17:31:07.681Z'}, {'type': 'l', 'time': '2025-05-15T17:31:13.214Z'}, {'type': 's', 'time': '2025-05-15T17:31:17.297Z'}, {'type': 's', 'time': '2025-05-15T17:31:21.279Z'}, {'type': 's', 'time': '2025-05-15T17:31:25.513Z'}, {'type': 'l', 'time': '2025-05-15T17:31:30.080Z'}, {'type': 's', 'time': '2025-05-15T17:31:35.721Z'}, {'type': 's', 'time': '2025-05-15T17:31:42.530Z'}, {'type': 's', 'time': '2025-05-15T17:31:45.526Z'}, {'type': 'l', 'time': '2025-05-15T17:31:58.042Z'}, {'type': 's', 'time': '2025-05-15T17:32:07.221Z'}, {'type': 'l', 'time': '2025-05-15T17:32:13.693Z'}, {'type': 'l', 'time': '2025-05-15T17:32:44.227Z'}]",9,6,15,3
46,46,5,B. campestris,1747330456399,2025-05-15T17:34:16.399Z,1747330576399,2025-05-15T17:36:16.399Z,"[{'type': 's', 'time': '2025-05-15T17:34:22.346Z'}, {'type': 'l', 'time': '2025-05-15T17:34:24.581Z'}, {'type': 's', 'time': '2025-05-15T17:34:29.356Z'}, {'type': 'l', 'time': '2025-05-15T17:34:33.516Z'}, {'type': 's', 'time': '2025-05-15T17:34:40.111Z'}, {'type': 's', 'time': '2025-05-15T17:34:48.002Z'}, {'type': 's', 'time': '2025-05-15T17:34:50.613Z'}, {'type': 'l', 'time': '2025-05-15T17:35:08.971Z'}, {'type': 'l', 'time': '2025-05-15T17:35:23.820Z'}, {'type': 's', 'time': '2025-05-15T17:35:37.277Z'}, {'type': 's', 'time': '2025-05-15T17:35:39.956Z'}, {'type': 's', 'time': '2025-05-15T17:35:52.126Z'}, {'type': 'l', 'time': '2025-05-15T17:36:04.576Z'}, {'type': 'l', 'time': '2025-05-15T17:36:11.768Z'}]",8,6,14,2
47,47,5,B. pratorum,1747330652664,2025-05-15T17:37:32.664Z,1747330772664,2025-05-15T17:39:32.664Z,"[{'type': 'l', 'time': '2025-05-15T17:37:46.129Z'}, {'type': 's', 'time': '2025-05-15T17:37:47.988Z'}, {'type': 'l', 'time': '2025-05-15T17:37:56.171Z'}, {'type': 's', 'time': '2025-05-15T17:37:59.037Z'}, {'type': 's', 'time': '2025-05-15T17:38:07.487Z'}, {'type': 'l', 'time': '2025-05-15T17:38:19.877Z'}, {'type': 's', 'time': '2025-05-15T17:38:23.149Z'}, {'type': 'l', 'time': '2025-05-15T17:38:31.817Z'}, {'type': 's', 'time': '2025-05-15T17:38:40.402Z'}, {'type': 's', 'time': '2025-05-15T17:38:42.619Z'}, {'type': 's', 'time': '2025-05-15T17:38:45.117Z'}, {'type': 'l', 'time': '2025-05-15T17:38:49.669Z'}, {'type': 's', 'time': '2025-05-15T17:38:52.675Z'}, {'type': 'l', 'time': '2025-05-15T17:39:31.082Z'}]",8,6,14,2
